scorer,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000
bodyparts,nose,nose,nose,head,head,head,neck,neck,neck,body,body,body,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
942,149.4990234,382.7250366,1,140.769928,380.4032288,1,127.3863831,374.8526306,1,116.5206223,350.547699,1,110.9407959,325.0872803,1
943,154.7474365,382.1251831,1,144.8909607,379.3696899,1,131.9478149,373.9420471,1,119.3572159,353.9431763,1,110.7336807,327.7581482,1
944,159.7869873,382.5693665,1,148.4550629,379.5632324,1,134.9780579,374.584137,1,119.6551056,355.7827759,1,111.1735458,330.8911438,1
945,164.5176849,381.2843018,1,152.5516052,379.6510315,1,138.0133057,375.2167358,1,121.5157242,359.3096008,1,111.8275375,336.7728882,1
946,167.3815918,379.3305969,1,156.5301056,378.890625,1,141.0333099,375.147522,1,123.0218506,364.4196777,1,109.7326889,348.6928406,0.999999285
947,170.472168,379.1352844,1,159.4392853,377.7140808,1,144.212265,375.0479736,1,124.9443512,368.1705322,1,117.0540771,350.6921692,0.999987423
948,171.6437836,377.6717834,1,159.7540741,377.1462708,1,145.0906067,375.4866333,1,127.1503448,371.7362366,1,113.4077072,356.8693848,0.999999881
949,169.8833313,371.5378723,1,158.659317,374.4626465,1,144.1102295,376.3777771,1,126.9027863,373.2884521,1,113.5472946,358.8338318,0.999997497
950,167.1667938,367.0552368,1,157.0729828,371.0558167,1,143.1799622,375.5834656,1,125.2929153,375.4523926,1,110.7935944,371.1915894,0.999278784
951,166.6467438,364.5251465,1,157.5108337,368.5411682,1,143.0590668,374.5549927,1,124.3767014,376.5196838,1,112.8414536,379.1400757,0.998729527
952,164.993576,360.4709778,1,157.1161041,365.2633667,1,143.5299225,372.9413147,1,124.7015915,375.9427185,1,112.040184,378.6062317,0.999893069
953,164.8588715,357.2404175,1,157.350174,361.8049927,1,143.5388641,370.4928894,1,124.025795,375.4013062,1,113.4487228,386.2088318,0.999999285
954,164.9299469,356.4403076,1,156.9425049,361.1386414,1,142.4221344,369.3961792,1,122.8983917,374.4155579,1,112.3576508,387.7775269,0.999998927
955,164.1820679,355.3007813,1,156.2239838,360.4261169,1,142.3911743,368.9042664,1,123.3127975,374.9836121,1,113.6013336,385.0383301,0.99999851
956,165.3756714,354.240509,1,156.8388824,359.3178711,1,141.7178497,368.1461182,1,123.9858704,375.4855652,1,113.9562454,385.5252686,0.999999762
957,166.5084534,354.6701355,1,156.8599091,358.8065796,1,141.7700195,367.1688232,1,124.4655304,375.3944092,1,114.8640289,384.6310425,0.999999821
958,169.6145477,356.3175049,1,159.0448151,359.5730286,1,144.3595734,367.7138062,1,125.7455597,374.0820618,1,112.3800888,380.4770203,0.999998987
959,172.7819366,354.7683105,1,162.6925812,359.1150513,1,147.3058624,367.8741455,1,129.7185669,373.5384521,1,114.8828278,381.6265564,1
960,174.8782959,353.260437,1,164.7694244,357.6874695,1,149.1785583,366.5879822,1,131.5868835,373.3506775,1,119.5155106,384.1330261,0.99999994
961,177.4747009,355.8216858,1,165.7346344,359.3167114,1,150.7705078,366.4944153,1,132.8457031,372.3988953,1,121.444252,384.378479,0.999999821
962,179.9881897,360.1585999,1,168.3656616,362.8576355,1,153.7992554,368.0331116,1,135.2144775,372.91922,1,119.2038956,380.7852173,1
963,181.0004272,363.7078247,1,170.3856964,366.2515564,1,157.2884369,370.8096008,1,137.5643921,373.7562866,1,120.3758392,377.9316711,1
964,183.0158691,368.5195618,1,172.1934204,370.6187744,1,159.1045685,372.7620544,1,140.0346069,375.0745239,1,121.0567627,374.8635254,0.999999881
965,187.8718872,371.586792,1,176.5298615,373.8346252,1,162.9320221,374.4112549,1,142.9012451,374.1701965,1,121.6076813,379.0144348,0.999999881
966,191.3882294,374.3121643,1,180.7164154,375.8271179,1,167.0781555,375.2545166,1,148.446701,375.7831421,1,120.6132736,376.0172119,1
967,194.6607971,378.7019958,1,184.8134918,378.8925171,1,171.4072723,376.3358154,1,151.6550598,376.9308777,1,123.8896561,373.2148743,1
968,199.7319794,382.8023987,1,189.7512207,381.8071594,1,175.949585,377.7768555,1,154.6932831,376.8048401,1,125.2269669,371.4605713,1
969,204.0507355,384.7068481,1,194.5787659,384.0438232,1,179.1908264,378.8124695,1,157.9459991,375.2698669,1,128.0710754,370.2414551,1
970,206.7975464,384.3019714,1,196.6129303,383.9822998,1,181.3125305,381.5110474,1,161.4246521,376.5793762,1,130.3577576,371.5134277,1
971,211.9832611,384.9029541,1,201.6651764,385.0011292,1,185.3161621,382.1882324,1,164.5542297,378.5726624,1,133.1349945,372.6913147,1
972,215.9756622,384.4180908,1,204.7312469,384.4205933,1,188.8640747,383.2664185,1,168.5773926,379.3499756,1,137.3360291,372.5393677,1
973,218.3622284,383.0393677,1,207.1089172,383.1672058,1,192.054657,382.7177734,1,171.8630524,377.2898254,1,141.0822449,372.3188782,1
974,223.8763123,383.3403625,1,212.5965118,383.1204834,1,196.7834778,379.5693054,1,175.5524292,374.6091003,1,142.5596619,372.263916,1
975,231.58992,384.3528137,1,220.556015,383.4021912,1,204.0479736,378.3942261,1,181.2819366,374.6989441,1,146.4574585,372.5582275,1
976,238.2973938,384.8031311,1,227.1082458,382.2666931,1,210.4945068,377.618042,1,187.2357788,375.5347595,1,152.9559326,373.366333,1
977,249.0101166,386.6514893,1,237.6258392,383.1547241,1,220.3649902,378.6129456,1,196.2042694,375.4537659,1,159.4350128,375.994873,1
978,255.8817139,385.2203979,1,245.1831207,383.5,1,227.5171509,379.3744507,1,203.6921539,378.1144104,1,169.3856049,376.2196045,1
979,262.8493042,384.6730347,1,252.3514404,384.1123962,1,234.3124542,380.6659851,1,210.842865,378.0516052,1,176.0261841,376.9213257,1
980,270.2648621,385.7159424,1,258.4993591,383.7330933,1,242.2868958,381.3160095,1,219.1302643,379.6921997,1,184.4050751,378.4888306,1
981,278.5972595,385.9949951,1,267.1010132,385.3908081,1,249.6885986,382.4936523,1,225.9063568,381.9931946,1,190.4373779,381.1627808,1
982,285.394043,386.506134,1,273.2611389,385.0829773,1,256.5683899,382.7373047,1,233.8011322,380.8718872,1,200.122406,381.9414063,1
983,290.250824,383.8856812,1,278.2835388,384.2885742,1,261.4135437,382.2549744,1,240.1316528,380.800415,1,204.1720734,381.3921814,1
984,296.581665,378.8181763,1,284.1826477,382.0534973,1,266.3588867,381.3340759,1,243.4727783,380.9619141,1,208.2625122,382.4143066,1
985,300.0770264,373.880249,1,288.2094421,376.3494873,1,272.388092,377.936615,1,248.4506073,381.6840515,1,215.2033844,382.835144,1
986,307.6091309,367.3883972,1,295.9737549,370.8169556,1,280.4524841,374.5485229,1,256.6664429,380.230072,1,220.2389374,383.93396,1
987,315.5455322,362.2695313,1,303.1260376,365.4482117,1,289.1421204,368.8450928,1,264.5391541,378.9172058,1,228.2898102,384.1926575,1
988,319.7507019,358.9530945,1,308.1782532,363.1115112,1,293.4190674,368.3318176,1,271.0214233,375.6272888,1,236.2679138,382.9782104,1
989,324.8527832,356.9814758,1,314.2576904,361.0059509,1,300.1523743,367.1304932,1,275.323761,373.7579956,1,241.2487793,381.8112183,1
990,328.284668,354.4064026,1,317.903656,358.9929504,1,303.2963257,367.1332397,1,278.803833,374.5106201,1,245.7992859,382.3522949,1
991,330.5666809,352.686676,1,321.6268005,357.3670654,1,307.0296021,364.7854004,1,283.2163086,373.0807495,1,249.907196,381.9526367,1
992,334.4114685,351.32547,1,326.1716003,354.9869995,1,312.9447937,361.8511047,1,287.5278931,370.818573,1,255.0300446,383.6600342,1
993,337.9837646,350.5030212,1,329.9968567,353.8505859,1,316.2740173,360.1826782,1,291.1495667,370.1444397,1,259.5821838,383.203125,1
994,341.2755737,348.5773926,1,332.2802429,352.2744446,1,319.1212769,358.5459595,1,293.3019714,369.2255249,1,262.0734863,383.0231934,1
995,343.2463684,347.1141968,1,333.465332,350.593811,1,320.635498,356.3619385,1,296.3551025,367.3288574,1,264.8458557,381.3483887,1
996,344.4772949,345.7077942,1,335.7023315,349.4141235,1,323.2280579,356.150177,1,299.4946899,365.9866943,1,268.8589478,381.4562683,1
997,346.3005066,345.5429382,1,337.2549438,349.3890686,1,325.4784546,356.2878418,1,302.1685486,366.2817688,1,271.1243591,381.476593,1
998,341.947876,344.2223511,1,336.361145,349.0782776,1,326.1733704,356.7065125,1,303.8544312,367.4200439,1,273.9063416,380.9990234,1
999,337.4674072,343.0521545,1,332.5841675,348.5738831,1,325.1238098,356.5369263,1,304.1923218,368.2038879,1,275.0405273,380.8722229,1
1000,335.7504883,340.3818665,1,330.4926453,346.7345581,1,323.1781616,354.4596863,1,304.3220825,368.2945251,1,275.6304321,381.3717346,1
1001,333.8716736,337.7253113,1,330.3888245,344.5012512,1,322.0808105,353.727356,1,304.3742981,368.6409912,1,275.2513733,381.7878723,1
1002,331.8763733,334.3627625,1,328.3588257,341.999054,1,321.7414856,352.4172668,1,305.0940857,369.1125793,1,275.0044861,382.2132874,1
1003,332.9080811,332.1807861,1,329.0448303,340.2227173,1,322.0414734,350.8807068,1,304.9170227,369.6614685,1,276.4055176,383.2035828,1
1004,333.6736755,329.3802185,1,329.3004456,338.5420837,1,323.8117371,349.1873779,1,306.9810486,369.6604919,1,277.7618713,384.1129456,1
1005,334.2957458,327.2555237,1,329.5605164,337.0292053,1,323.7837524,347.8925171,1,308.508728,368.7435608,1,279.5011292,384.3606567,1
1006,336.064209,325.3005981,1,331.4033813,334.2590637,1,326.0101624,345.7718811,1,310.9050293,367.0826721,1,282.2487793,384.3826294,1
1007,338.0354614,327.2103271,1,333.1734314,334.9599609,1,327.4013977,345.9511414,1,312.2635193,364.6912231,1,284.0853271,383.0544128,1
1008,344.0906372,332.4719849,1,336.6500854,338.6783447,1,327.2084656,347.6984558,1,311.1749573,364.1306458,1,284.3985291,381.8092346,1
1009,347.8416748,333.6840515,1,340.4466858,340.1550598,1,329.9088745,348.6358337,1,310.6407166,363.1290588,1,283.8548279,379.9767456,1
1010,352.5591736,336.2554321,1,344.2754211,341.0999451,1,332.551178,349.8856201,1,310.9948425,362.5810852,1,284.17099,379.1203613,1
1011,359.7344666,339.5849915,1,350.138855,343.0181885,1,336.273468,350.4239807,1,314.4124146,363.3466187,1,285.7183533,378.877655,1
1012,364.2540283,346.837738,1,353.8834229,348.332489,1,340.1262207,352.5316162,1,318.5942383,362.7889404,1,289.9873047,377.1575928,1
1013,371.7936401,354.4552612,1,362.0105896,354.1896667,1,348.2279053,355.8590088,1,325.4768066,361.7464905,1,295.8878479,375.5487671,1
1014,376.5308838,356.666748,1,365.943634,357.2568359,1,352.1266174,357.40625,1,330.5247192,361.2864685,1,300.1515503,372.9395752,1
1015,381.733429,358.195343,1,372.2219238,359.0740356,1,357.0176086,357.9578247,1,335.4838867,359.3193054,1,303.9919434,369.1404114,1
1016,388.1682434,360.8661499,1,378.046875,361.0062866,1,364.2777405,360.285675,1,341.9554138,360.0236816,1,311.0407715,365.1722412,1
1017,395.5083008,363.8465576,1,385.4975586,362.5813293,1,370.4089355,361.7071838,1,347.991272,360.8460388,1,315.873291,364.8323669,1
1018,400.5105896,365.5877686,1,391.6318054,365.815979,1,375.5322876,364.4978943,1,352.9727783,361.7520752,1,316.3450928,364.9492188,1
1019,404.8728943,366.5190125,1,395.3615417,368.0185242,1,378.4506836,366.5899353,1,355.2511597,363.5063782,1,318.3056641,364.4316406,1
1020,411.0340881,368.3630981,1,400.4429016,368.354126,1,383.5549622,366.7152405,1,359.5224304,364.9172363,1,321.7533569,361.8516846,1
1021,420.2753601,368.6571655,1,410.8045349,369.1530151,1,392.8085022,367.3860779,1,368.3723145,364.5846558,1,330.1239319,361.0874939,1
1022,432.1247864,368.3622437,1,422.2070618,368.3189087,1,405.0562439,366.4699402,1,376.6008301,365.3330383,1,338.2150574,360.8327942,1
1023,442.8320618,368.2568359,1,431.219574,368.7369385,1,414.8878479,367.1166382,0.99999994,387.8509827,365.91922,1,347.7344666,363.5523071,1
1024,452.6922607,365.875824,1,442.5222473,367.6336975,1,425.2019043,366.6958618,1,400.1558838,366.794281,1,361.0346069,366.9847717,1
1025,461.5761719,364.4512329,1,452.3499451,365.446991,1,435.7890015,365.7955017,1,411.2772217,368.2809448,1,370.9519043,368.6859436,1
1026,469.2590027,363.3655701,1,460.3287354,365.1490173,1,444.769165,365.9978027,1,420.1825562,368.0612183,1,380.5951538,369.6218872,1
1027,473.300293,367.4216919,1,464.9320984,366.7196655,1,450.9142456,365.7986145,1,427.0323486,369.1497192,1,388.7625122,371.4908447,1
1028,477.4356384,369.8109131,1,470.7953186,368.6599121,1,457.1680908,366.7799377,1,433.3868103,367.8274841,1,395.3094788,371.7471008,1
1029,484.7264709,374.1695251,1,476.4301147,370.8942566,1,462.8508606,368.2965088,1,437.1776123,366.4808655,1,399.3622437,372.5879517,1
1030,489.494873,375.3684387,1,480.9725037,371.4311218,1,467.4086609,367.4356079,1,441.9288635,366.9062195,1,404.603363,373.231781,1
1031,495.808197,373.6159058,1,487.5905457,371.085968,1,472.9873962,367.6730347,1,448.4580688,366.8256226,1,409.5854187,373.9410095,1
1032,506.3173218,371.7733765,1,494.6308289,368.7105408,1,479.1972351,365.8565063,1,454.1481323,367.8138123,1,414.4361572,375.1691284,1
1033,511.2581482,366.8413086,1,502.0896912,365.6210327,1,487.9029541,365.1319275,1,462.5547485,368.679718,1,423.7496643,374.3565369,1
1034,519.7773438,360.3460388,1,509.9358826,361.7489929,1,497.0887146,363.374115,1,472.1299744,367.8684998,1,431.4164734,373.6619263,1
1035,525.4447632,357.2808838,1,516.1286621,358.6466675,1,502.3511353,360.9129639,1,477.0195007,366.68927,1,442.2775269,371.5518188,1
1036,531.8225708,354.8031006,1,522.1120605,356.4958191,1,507.7920532,359.373291,1,484.6980896,365.6144104,1,449.2370605,371.6074524,1
1037,534.6034546,351.3912354,1,525.411438,353.6542053,1,513.2811279,357.7747498,1,490.0328369,365.7113953,1,457.4315186,375.7357178,1
1038,539.9943237,351.1312256,1,530.1546631,351.1355591,1,517.3760376,354.9844666,1,494.2486267,363.3404236,1,463.8762512,378.7924805,1
1039,543.9110718,350.742981,1,533.8516235,350.4789124,1,520.4595337,353.9303284,1,496.3665161,362.1394043,1,469.0506897,378.6924744,1
1040,544.0410156,348.4026184,1,535.4394531,349.3400574,1,523.2116089,353.0997925,1,498.9595642,360.4177246,1,471.8166199,377.4390869,1
1041,544.4373169,343.536499,1,534.9169922,345.7096863,1,522.3234253,351.2343445,1,500.3304443,360.8883362,1,474.4503479,378.4671936,1
1042,542.8745728,340.2450256,1,534.3856201,343.4671326,1,522.1533203,350.8135376,1,501.6508179,361.6315308,1,476.0274048,379.380127,1
1043,542.8237915,339.5461731,1,534.0828247,342.4524231,1,521.5529175,350.1108704,1,501.7511292,361.5787354,1,477.1408386,380.6677246,1
1044,545.8175049,343.4146423,1,535.6126709,344.7319641,1,522.255188,349.7729492,1,502.1742859,360.7773438,1,478.7797241,382.2338867,1
1045,548.0071411,349.213623,1,538.8153687,349.4795532,1,526.1787109,351.6607971,1,502.8790894,360.5975647,1,480.1778259,381.2667847,1
1046,552.5788574,355.2658691,1,540.5498047,353.1577454,1,529.2351074,354.8959961,1,505.0894775,360.4379578,1,481.1759644,378.919342,1
1047,553.8482056,359.9932251,1,544.4237671,359.3104553,1,532.9364014,358.6861267,1,508.4642029,361.2287903,1,481.7997742,377.995636,1
1048,553.9163818,362.2855835,1,545.1968994,361.1137085,1,534.4066772,360.8689575,1,510.7208862,362.7229919,1,482.7505798,377.2483215,1
1049,553.3456421,363.0470886,1,544.7784424,362.2146912,1,534.4794922,362.4669495,1,511.3058777,364.069458,1,482.5917969,377.2353821,1
1050,553.4216919,362.4725342,1,545.121582,361.9584351,1,535.25177,362.596344,1,512.0602417,364.2674561,1,482.9645996,376.6974792,1
1051,551.4674683,363.42276,1,545.2106934,363.5753174,1,534.7901611,363.0616455,1,512.1994019,364.0334473,1,483.5999756,375.2643433,1
1052,551.0623779,363.5189514,1,545.2684326,364.7093506,1,535.0073853,363.6265259,1,512.4049683,363.996521,1,482.9337463,373.7925415,1
1053,548.7317505,364.8888245,1,544.1452026,365.6522827,1,534.6425171,363.9656372,1,512.1991577,363.8795776,1,482.3084106,372.6599731,1
1054,547.4439087,365.1957092,1,542.9968262,365.3774414,1,533.7054443,362.9109802,1,511.1689453,362.3535461,1,481.5421753,371.8489685,1
1055,549.3218994,366.3358154,1,543.9173584,365.3503418,1,533.9789429,362.0345764,1,510.7297668,360.4334717,1,481.0258789,371.2514648,1
1056,551.8230591,367.1407471,1,545.9984131,365.6394653,1,534.9787598,362.0644226,1,511.6027832,359.4184265,1,481.4906006,370.6008301,1
1057,554.5947266,370.1311035,1,548.0827026,366.9249878,1,536.0478516,363.2422791,1,512.579834,359.866333,1,480.9666748,370.6105652,1
1058,555.3513794,371.8451538,1,549.2268066,368.4658813,1,537.4589844,364.5303345,1,513.4111328,361.1520081,1,480.8822327,370.6675415,1
1059,553.963501,372.4026794,1,548.6658936,369.622345,1,538.3390503,365.8490601,1,513.8117676,362.1626892,1,481.1109924,370.3782349,1
1060,554.3671875,374.1470032,1,549.4904785,371.165863,1,539.7727661,367.7606201,1,515.0836182,362.4020996,1,482.1281433,370.0050049,1
1061,555.315979,376.3398438,1,550.991333,373.7339783,1,540.9314575,369.5409546,1,516.1211548,361.9239502,1,484.2928467,368.9277039,1
1062,554.930603,380.5541687,1,551.3161011,376.2029419,1,541.4737549,370.7105713,1,517.9910278,361.7635498,1,485.548645,368.0352173,1
1063,555.0354004,382.4489441,1,551.8001099,377.3947754,1,541.9882813,370.2893066,1,519.0343628,360.8280334,1,486.5817871,367.3804932,1
1064,555.2131958,382.7398682,1,551.9967651,377.9927979,1,542.3931885,370.3745728,1,519.9081421,360.2953491,1,487.5804138,365.614624,1
1065,555.1445313,383.8669128,1,551.9198608,378.7837524,1,542.5314331,370.3963928,1,520.666748,360.4726563,1,488.6499023,364.5583191,1
1066,555.2765503,384.5376587,1,552.6608887,379.4878235,1,543.7224121,370.9234314,1,521.7261353,360.5274963,1,488.9223022,363.725708,1
1067,554.7059326,385.3135376,1,552.145752,379.7812805,1,543.6211548,371.446106,1,522.2397461,360.4165649,1,489.2712402,363.6921997,1
1068,554.3971558,385.3799744,1,552.2394409,380.0773315,1,543.9229736,371.6940613,1,523.1186523,359.9181824,1,490.4239502,362.4653625,1
1069,555.7770996,385.2881775,1,552.1815796,379.8882141,1,544.3112183,371.576416,1,524.5831299,358.491394,1,491.5397034,360.2298584,1
1070,554.3326416,384.3040771,1,552.2495728,379.8267822,1,544.994873,372.0456848,1,525.0857544,357.9727173,1,491.6065369,358.4604492,1
1071,555.6860352,385.4650574,1,552.1821899,380.3825989,1,544.6691895,372.1980896,1,525.2897339,358.42276,1,491.6476746,358.530304,1
1072,555.7266846,385.6817932,1,552.1497192,380.8579712,1,544.1248779,372.8417358,1,524.8828735,359.425354,1,491.8560791,359.3955383,1
1073,555.7243042,386.7985229,1,552.5166626,381.5877991,1,544.6097412,373.1786499,1,524.9667969,359.9614563,1,491.5980835,359.5475159,1
1074,556.2607422,387.8332214,1,553.1879272,381.6025696,1,544.7658081,372.3329468,1,524.9420166,360.0316467,1,491.522522,359.6242065,1
1075,556.3253174,387.8200989,1,553.1988525,381.4698792,1,544.7139282,371.9425354,1,524.9400635,359.9193726,1,491.4877319,359.5599976,1
1076,555.3685303,387.9351196,1,553.3781128,381.2756653,1,544.8875732,371.5629272,1,525.0073853,359.6556702,1,491.4835205,359.5093079,1
1077,555.2764282,384.720459,1,552.7142944,379.9651489,1,544.6716309,371.4823608,1,524.9400024,359.3657837,1,491.4374084,359.5310974,1
1078,554.5733643,383.3727112,1,552.0872803,378.9159241,1,544.2245483,371.2184448,1,524.8052979,359.2521362,1,491.2176208,359.7595215,1
1079,554.3700562,382.5926208,1,552.0359497,378.6647644,1,543.9393921,371.1288147,1,523.5410156,359.9718323,1,491.1127014,359.0527649,1
1080,554.4874878,382.1679077,1,551.97229,377.9719849,1,543.8031006,370.7426453,1,523.3218994,359.6963806,1,491.0393066,358.8544312,1
1081,554.4333496,382.7554321,1,552.0415039,378.4315186,1,543.8049316,370.8807373,1,524.3416748,358.9176636,1,490.8603516,359.0325317,1
1082,554.302002,382.873291,1,551.7630615,378.0722046,1,543.6324463,370.7601318,1,523.2553711,359.6908264,1,490.9498901,358.905365,1
1083,554.6480103,382.9700928,1,552.2753906,378.5616455,1,544.0263062,370.8740845,1,524.3994141,358.7338562,1,491.0700073,358.8239746,1
1084,554.6685791,382.1426697,1,552.2595825,378.2704468,1,544.1416626,371.1762695,1,524.3394775,358.9746704,1,491.0243225,358.832428,1
1085,554.9765625,383.1830444,1,552.2827148,378.8155212,1,544.2496338,371.3968811,1,523.4152832,360.1783447,1,490.9492188,358.7076111,1
1086,555.0813599,383.3129883,1,552.7781982,379.1347046,1,544.1820679,371.5067444,1,523.3303223,360.2245483,1,490.8848572,358.598999,1
1087,554.9597778,383.4043884,1,552.3414917,378.9254761,1,544.2562866,371.4554138,1,524.456543,359.3079224,1,490.9771423,358.8887329,1
1088,555.03302,384.6032715,1,552.5467529,379.7162476,1,544.3956909,371.7129822,1,524.5648193,359.2973938,1,491.2270813,358.7627258,1
1089,555.1337891,383.4890442,1,552.4445801,379.0713806,1,544.3279419,371.5391846,1,524.4703979,359.3780823,1,491.0582886,359.0548096,1
1090,555.1880493,383.76297,1,553.3554077,379.647644,1,544.6582642,371.4809265,1,524.6312866,359.3656006,1,491.0573425,359.0734863,1
1091,555.4522705,384.8108215,1,553.1295776,379.8909607,1,544.9723511,371.3187256,1,524.8276978,359.2799683,1,491.0846252,359.2460938,1
1092,555.5477905,386.3200378,1,553.2982178,380.2464905,1,544.8685303,371.0240479,1,524.7650146,359.3087158,1,490.7885132,359.5046997,1
1093,555.6324463,385.3343201,1,553.15979,379.7393494,1,544.821106,370.841156,1,524.7531738,359.0071106,1,490.915863,359.3533325,1
1094,555.2046509,383.4248352,1,552.593811,378.8430786,1,544.0986328,370.8187866,1,523.7874756,359.7456055,1,490.9029846,359.3289795,1
1095,554.7215576,383.7364197,1,552.3389893,379.0315247,1,544.5703735,371.1729736,1,523.8591919,359.7738342,1,490.9236755,359.4549561,1
1096,554.9102173,382.9805908,1,552.770874,378.7685242,1,544.1713867,371.0863037,1,523.6589355,359.8919983,1,491.072876,359.3089294,1
1097,555.1212769,382.6611328,1,552.8798218,378.5319824,1,544.602356,371.2118835,1,524.7699585,358.914856,1,491.116333,359.2591858,1
1098,554.8112793,383.3398743,1,552.8544922,379.1850891,1,544.2706299,371.15979,1,524.8511963,358.9539795,1,491.1204224,359.2593384,1
1099,554.5759277,383.3282776,1,552.2770996,378.8899536,1,544.6116333,371.4364319,1,524.8178711,359.0005493,1,491.1010742,359.2444458,1
1100,555.0128174,382.4522095,1,552.8088379,378.502533,1,544.6385498,371.1664734,1,523.8359985,359.9902954,1,491.063446,359.2889404,1
1101,554.8220825,381.7113953,1,552.3395996,378.0720825,1,544.4741821,371.1486816,1,524.5950928,359.0549316,1,491.0184326,359.329834,1
1102,554.8850708,382.5306702,1,552.6796875,378.6757202,1,544.6112061,371.418335,1,524.6508789,359.0408936,1,490.9758911,359.3435364,1
1103,554.8029785,383.1372986,1,552.3461304,378.7819214,1,544.5619507,371.6094055,1,524.6191406,359.0740051,1,491.0730591,359.1940308,1
1104,555.1365356,382.9378967,1,552.8554077,378.694397,1,544.3392944,370.8919373,1,524.6398926,359.141449,1,491.1184082,359.5742798,1
1105,555.1398315,383.9536133,1,552.5001221,378.9927979,1,544.2701416,370.9654846,1,524.6591187,359.0132446,1,491.3098145,359.3068542,1
1106,555.0910645,383.8187256,1,552.4143066,378.8812256,1,544.2662964,370.9845581,1,523.6420288,360.0227966,1,491.2274475,359.4744568,1
1107,555.026001,384.2663574,1,552.4088745,379.0393677,1,544.1814575,371.0429382,1,523.614563,360.058197,1,491.1173096,359.4504089,1
1108,555.0898438,384.2394104,1,552.3677368,379.3939209,1,543.9940796,371.1638489,1,524.5443115,359.0708008,1,491.0219116,359.2155151,1
1109,555.3322144,383.5934143,1,552.8833618,379.0036011,1,543.7883911,370.7606506,1,524.2639771,359.2537537,1,490.9977722,359.3173523,1
1110,556.53479,379.0123901,1,552.1846313,375.1097717,1,542.5492554,369.4306946,1,520.5682373,360.7814331,1,490.7602539,359.5655212,1
1111,558.1591797,373.8921204,1,551.8908691,371.2442932,1,540.7909546,367.5160522,1,518.6038818,361.8698425,1,490.6349182,359.9873657,1
1112,559.9387207,372.8222046,1,551.6306763,369.3981934,1,538.647644,366.0117798,1,516.9974365,361.979126,1,489.5610352,360.1925659,1
1113,560.5235596,371.6829529,1,550.3949585,367.8294067,1,536.9280396,365.1853027,1,516.1326904,361.5948486,1,489.0740051,360.5321045,1
1114,561.5630493,371.8744812,1,550.3011475,367.6834412,1,536.1468506,364.9902954,1,515.4979248,361.5009766,1,488.5370178,360.1267395,1
1115,561.2260132,371.5884399,1,549.0726318,367.2390747,1,535.0054321,364.8330994,1,515.4817505,361.6358643,1,488.0743713,359.966156,1
1116,561.0680542,371.9560547,1,548.5617065,367.3670959,1,534.3006592,364.746521,1,515.0895386,361.1842346,1,487.9978638,359.5599976,1
1117,562.0820923,375.112915,1,550.0532837,369.3594666,1,534.7126465,364.8148804,1,515.2819824,361.1578979,1,487.9667053,359.2872314,1
1118,561.2754517,376.6985474,1,550.3436279,371.2255249,1,535.1201782,365.7710876,1,515.9248047,361.6238708,1,488.2266541,359.4224854,1
1119,559.1481323,378.6208191,1,548.2979736,371.4763184,1,533.5389404,366.349884,1,514.8794556,361.2390137,1,488.1519775,359.637085,1
1120,558.9799805,381.1477966,1,549.43573,373.5561218,1,535.1855469,367.0424194,1,515.6846313,361.3101807,1,488.1623535,359.5653076,1
1121,560.6299438,383.8918152,1,549.9738159,376.0709839,1,535.7318726,368.5178528,1,515.6069336,361.0974426,1,488.7159119,359.6353455,1
1122,558.7940674,388.6608887,1,549.3369141,378.6171265,1,536.149231,369.2906494,1,516.0064697,360.5148621,1,488.3106689,359.2932739,1
1123,559.3826294,393.1772461,1,551.9942627,382.3544006,1,537.1807861,369.980011,1,516.4611816,360.8572388,1,487.6429443,359.375061,1
1124,559.9320679,395.7033081,1,551.9591675,384.0891418,1,537.1705933,372.0231628,1,517.1548462,362.2970886,1,488.0460815,359.4689026,1
1125,561.4899292,397.1231995,1,552.7836914,385.6555481,1,537.854187,372.9517822,1,517.4119873,363.1280518,1,487.9955139,360.0559692,1
1126,562.005188,397.5740356,1,553.0064087,386.163269,1,538.1397095,373.7540588,1,517.630127,364.0692749,1,488.0689087,360.3890381,1
1127,562.5631104,398.5166016,1,553.6394043,386.7711182,1,539.4352417,375.2395935,1,518.0449829,364.9944458,1,487.9697876,360.3392029,1
