scorer,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000,DLC_resnet50_texture_sucroseJun18shuffle1_126000
bodyparts,nose,nose,nose,head,head,head,neck,neck,neck,body,body,body,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
3640,261.4672241,105.7125778,1,274.9289246,98.50033569,1,289.5152588,94.19473267,1,312.9082947,84.31129456,1,338.4972534,81.06472778,1
3641,260.2825317,109.2823334,1,273.5291748,101.4181213,1,288.3313599,95.59820557,1,311.2742615,84.12197113,1,335.8640747,77.66993713,1
3642,260.9373474,113.9013672,1,272.2936096,105.1086731,1,287.2483215,96.78538513,1,310.2978516,82.87166595,1,336.7415161,74.66492462,1
3643,261.9105225,117.4422836,1,272.0785828,109.4091187,1,286.4512024,99.89878845,1,308.2096252,84.57769012,1,335.2696533,74.677742,1
3644,259.216217,123.057457,1,270.908905,113.4152832,1,283.819519,103.6653824,1,305.4173584,87.25629425,1,332.967804,74.05284119,1
3645,255.5161438,127.9759445,1,266.5910339,118.1679382,0.999999881,278.6555176,106.440918,1,301.7337341,89.3104248,1,329.46875,74.02684784,1
3646,251.0909271,133.6433411,1,260.420929,124.0362244,1,273.3840637,112.0830231,1,296.7215576,93.21346283,1,324.786377,75.22480774,1
3647,249.4794159,137.4413605,0.999999881,257.1080627,126.8490982,1,271.0406189,115.6953659,1,292.4812317,95.72418976,1,317.3366089,77.53530884,1
3648,247.1656494,140.0321503,1,252.9981537,128.9044342,0.99999994,268.6340027,116.451088,1,286.5775452,96.72989655,1,311.9585876,78.88282776,1
3649,244.8068848,143.808197,1,252.2232971,131.1460266,0.999999881,262.6781616,117.107933,1,281.8625488,97.31730652,1,304.963501,78.92459869,1
3650,243.8649902,144.9837036,1,251.7233734,131.976059,0.99999994,260.8727722,117.8171539,1,278.9175415,98.20718384,1,298.8753052,79.96258545,1
3651,244.8555603,144.0106354,1,252.5049591,130.3340912,0.999999881,262.5129089,116.7280655,1,279.0896301,98.00219727,1,297.6463318,79.44824982,1
3652,246.06987,144.1291351,1,254.3005829,131.1829224,0.999999881,264.512085,117.4713821,1,280.2469177,97.36534119,1,297.3008728,79.21633911,1
3653,246.7544556,144.1384735,1,253.7420959,132.3920288,1,267.6143188,117.7956772,1,280.5718079,97.02869415,1,297.7536011,78.91448212,1
3654,246.5931244,143.6777344,1,254.1850739,132.4237976,1,265.7428894,118.4564285,1,280.2969055,97.18071747,1,298.0319214,77.99021149,1
3655,245.9315033,143.0315552,1,253.6786194,131.6528931,0.999999762,268.5863647,117.6613312,1,281.3649902,98.80119324,1,298.9632568,76.96495819,1
3656,245.9902649,137.3756866,1,254.6723022,126.2957077,0.999999523,268.1678162,115.609314,1,283.4880371,98.50449371,1,300.4953613,77.58252716,1
3657,243.6795349,131.1656036,1,252.5653839,122.9799194,0.999999642,263.6229248,113.3469543,1,284.1447754,98.58204651,1,301.0941467,79.51415253,1
3658,241.3388824,128.2720184,1,248.2461243,122.1503296,1,259.9952698,113.3021774,1,283.0415955,98.32339478,1,300.7568054,80.29995728,1
3659,234.9938049,127.9538879,1,241.9578857,121.7502518,1,254.2868958,112.5333786,1,279.3379517,98.32111359,1,299.941803,80.23904419,1
3660,223.8108826,130.3572388,1,231.4043121,123.6911316,1,242.4522705,115.1886673,1,270.3936768,97.9305954,1,297.8798828,81.15473175,1
3661,210.4938812,135.6540375,1,217.0750275,128.5559235,1,228.1262512,119.4616089,1,258.2008057,102.8853073,1,290.2971191,86.6222229,1
3662,197.2364807,143.6661682,1,201.5583801,135.1887207,1,213.5339661,125.9716797,0.99999994,241.6141052,109.2832565,1,272.0310059,95.12768555,1
3663,186.4907379,151.2299957,1,191.3529968,142.3013306,1,200.9362335,132.3470001,1,225.7637787,115.472023,1,254.3227386,101.4588699,1
3664,174.7853394,160.7612305,1,179.6997681,151.7619324,1,191.8499908,139.2261963,0.999999881,212.5076599,124.6707916,1,242.4139099,107.1831818,1
3665,164.1562805,169.5531006,1,169.9718628,160.0487518,0.99999994,179.2990112,147.4656372,1,204.2280273,130.0378876,1,232.7726288,112.5440903,1
3666,157.1026154,175.9730682,1,162.4237671,166.9828186,1,173.0358582,153.5573578,1,194.0196075,136.9056244,1,220.9380493,114.8181,1
3667,151.537796,184.2575378,1,158.0412292,173.8939056,1,166.9065704,160.1641235,1,186.5778503,141.14534,1,209.4962921,117.2666702,1
3668,145.3998413,190.7974396,1,150.9274139,180.6750488,1,161.420166,168.3847504,1,179.8937073,149.5581665,1,201.532959,120.5798187,1
3669,141.9620056,199.5424347,1,147.4884491,187.5725403,1,154.4510803,173.7014465,1,172.5895386,153.3605499,1,193.2375946,122.9646988,1
3670,142.0595703,211.5941772,1,143.9681854,197.5190735,1,148.428772,184.4547577,1,162.3286438,160.1073303,1,184.2157288,129.3178864,1
3671,141.6220551,223.3449097,1,143.5590363,209.7237091,1,145.1889801,198.2789001,1,156.3193817,170.1195068,1,173.7626953,138.365921,1
3672,141.320282,234.6234741,1,141.0930023,221.9339294,1,140.9215393,208.8594971,1,149.3759918,180.1788177,1,165.3952637,147.413269,1
3673,139.9075317,243.5511017,1,140.2394104,229.4872437,1,140.0794067,215.16745,1,145.2080994,188.0368652,1,157.4052887,157.3590546,1
3674,139.014328,250.8986206,1,140.5467682,237.4047852,0.999999881,138.576767,222.7185974,1,143.6555176,195.8947449,1,151.6821899,164.4249725,1
3675,142.1707153,255.7523804,1,141.3458405,241.3504028,1,138.1877289,227.6980591,1,141.1351776,200.9098053,1,146.9115601,169.6250763,1
3676,146.6569061,256.9645996,1,143.2174225,244.5228577,1,138.7615204,230.3490143,1,138.2927704,205.6786804,1,142.7030029,176.2555847,1
3677,152.8696594,253.8988037,1,146.969223,243.223465,1,140.5275421,231.4324799,1,135.9038849,209.4161682,1,140.9120483,180.2455597,1
3678,165.1953278,250.5452576,1,153.2369843,242.2156525,1,142.8143921,231.7127991,1,135.5176544,210.9899445,1,140.1253052,182.8222046,1
3679,171.3235931,246.5204468,1,158.4958954,239.9226837,1,146.2601776,231.4508972,1,136.072876,211.266098,1,139.4470062,184.5005188,1
3680,177.2010956,245.5913239,1,164.5327606,239.0660095,1,149.6481628,231.9420319,1,137.2065735,213.3809204,1,137.6601715,186.4326324,1
3681,181.6425934,245.2882996,1,168.2326355,239.0898438,1,153.0946045,233.193222,1,138.4345551,214.9585419,1,135.2266998,188.1824951,1
3682,183.0538177,242.3648224,1,169.5211182,237.5157318,1,154.1828156,232.6726532,1,138.9477844,216.0487518,1,132.736084,190.4862976,1
3683,184.9267883,240.8060455,1,171.5929565,237.1898499,1,155.6799622,231.437088,1,140.2471924,217.7394562,1,129.0704041,192.899826,1
3684,187.6042023,238.5240326,1,174.2893524,236.0229797,1,157.4133911,231.468277,1,140.7705383,219.5189056,1,125.4922714,196.1743469,1
3685,187.7747498,238.9130096,1,174.5202637,235.6602783,1,157.7267151,231.5340729,1,140.3102417,221.712738,1,123.350502,199.7288208,1
3686,186.70755,239.2952423,1,173.9162903,235.7042236,1,157.9173126,231.7341919,1,139.8374329,223.6146851,1,121.7184296,201.9671783,1
3687,185.6499481,237.8070831,1,172.4115601,234.4878998,1,157.0138092,231.4081421,1,139.0088806,224.4402313,1,118.8426437,204.9163971,1
3688,184.3420258,238.494873,1,172.8957825,235.3301392,1,155.554657,230.7154236,1,137.9085083,225.2060852,1,118.1775742,205.8538361,1
3689,181.9322968,241.1596527,1,170.5414429,236.7294769,1,153.9978027,230.8321533,1,137.3321991,225.2138519,1,118.8495407,206.2756805,1
3690,179.0030823,245.1296844,1,168.0531006,238.8217468,1,152.3637543,231.3515625,1,136.7253113,224.5177917,1,119.214241,205.2022858,1
3691,170.1349792,248.3764191,1,162.1094208,241.8448792,1,149.8534698,231.2963562,1,136.4713745,223.414032,1,120.080864,204.9654846,1
3692,164.3956451,254.0722198,1,158.0546875,245.8088379,1,149.78302,233.5367279,1,137.1292572,223.2373657,1,121.1981506,204.5017242,1
3693,160.8367767,259.5692749,1,156.5303802,250.0162201,1,148.0937347,237.7674103,1,137.669281,224.6976471,1,121.031723,204.1355591,1
3694,157.7079773,267.7087402,1,153.7275238,257.6943665,1,147.0420685,244.2762451,1,138.4149323,226.575531,1,120.7879944,204.4014282,1
3695,156.5791016,277.9275208,1,150.9356232,266.4404907,1,144.6579742,253.6630402,1,137.941452,230.9922791,1,121.4959106,205.5626221,1
3696,157.703537,291.7003479,1,151.7039948,280.4839478,1,145.0688171,267.2358093,1,140.4097748,240.8908081,1,122.5959167,209.4979401,1
3697,163.0170135,309.6328125,1,155.8002472,299.7901611,1,148.5208588,287.8343201,1,139.3793793,254.7394104,1,126.4650955,219.6046753,1
3698,168.5257263,325.788269,1,159.2072144,316.3751221,1,152.2808533,304.0263672,1,141.5932159,274.4228821,1,126.7610397,238.975769,1
3699,172.9278107,340.3493652,1,165.056839,330.1493225,1,156.3412476,317.9348145,1,145.6907654,291.2896729,1,131.915863,257.530365,1
3700,181.1650085,352.729187,1,172.2420349,342.6040039,1,165.0142059,330.4934692,1,151.6615143,308.0507813,1,133.7496338,273.315094,1
3701,192.7602386,363.4601135,1,183.2908325,353.5031433,1,173.0528564,342.565155,1,156.966156,319.618927,1,138.1230469,284.8992615,1
3702,202.3375397,372.2894287,1,191.8182678,361.8748779,1,181.843277,353.1174927,1,163.0959625,331.4784241,1,142.98909,300.5877686,1
3703,210.317749,377.9510193,1,201.1062164,368.4169312,1,188.5685272,359.4039612,1,169.834137,341.9679871,1,147.9381256,313.2166443,1
3704,217.5132446,384.6186829,1,208.5538177,374.8563843,1,197.0094299,363.6552124,1,176.3507233,349.7576599,1,152.015152,325.7619629,1
3705,228.0745239,385.1528015,1,217.1946564,375.512085,1,203.9833374,368.0074463,1,181.5240784,354.0216675,1,154.5259552,335.5669556,1
3706,239.2910461,382.7958984,1,227.5541229,376.5534973,1,211.7243042,370.6420593,1,190.0783539,360.4329224,1,160.3941498,343.1792603,1
3707,251.2047424,380.6196899,1,239.9498901,377.8500977,1,222.6247559,372.723114,1,197.6708221,365.5384827,1,167.7291412,349.8172302,1
3708,260.1337585,378.6879578,1,248.2023621,376.1555786,1,230.6373596,372.4633179,1,207.0397186,367.57724,1,173.2463837,355.4134521,1
3709,267.7651367,378.162323,1,255.9575653,376.1838989,1,239.1779022,373.6251221,1,212.9674835,369.1737366,1,179.70755,358.6630249,1
3710,276.2402954,376.3086548,1,262.9450378,375.0757446,1,245.4190521,371.9777222,1,220.1055908,370.3829041,1,186.0215302,361.9941406,1
3711,281.8961792,373.3893433,1,269.2716675,374.065155,1,252.0620728,372.3473511,1,228.7338104,371.427948,1,192.6709747,368.4599609,1
3712,288.0983276,368.697998,1,275.5449829,370.3751831,1,258.1476135,370.2057495,1,235.0023651,372.171875,1,198.7965698,373.6427612,1
3713,296.9573364,366.7371216,1,283.1878357,367.1359253,1,266.1689453,367.3340149,1,243.1962585,371.4483032,1,206.8208771,378.1735229,1
3714,305.580658,363.9499207,1,292.2351685,365.0038757,1,274.0985107,366.1661987,1,250.6647186,372.0412903,1,216.0884705,378.1789246,1
3715,315.3352051,361.7169495,1,300.8199768,364.0166016,1,285.2720032,366.4858398,1,261.8928223,371.4676208,1,226.1720428,376.3403625,1
3716,327.1280823,360.5907288,1,312.9568481,362.3303833,1,295.0360413,365.1562805,1,271.8363647,369.1785583,1,238.0535431,375.0377808,1
3717,337.268158,358.1913147,1,324.2700195,360.8039551,1,306.3842468,363.5845032,1,282.463501,368.524353,1,247.3121033,374.8640137,1
3718,347.8665161,359.8249817,1,335.9341736,360.9382629,1,318.7378845,363.5473938,1,295.8237915,368.0570068,1,257.7789612,375.2545776,1
3719,359.9335022,360.5143738,1,347.0334473,362.6502991,1,331.4111938,364.8475037,1,307.4287415,369.3234253,1,269.5169067,376.6512451,1
3720,369.2733154,356.7029114,1,357.5781555,359.5759583,1,341.096405,364.3310547,1,317.2532043,369.6998901,1,280.8773499,374.6087036,1
3721,376.4548645,351.8865356,1,364.8217163,355.9269409,1,348.852417,361.8102722,1,324.4692688,368.787323,1,288.5663757,372.6637573,1
3722,377.9473877,347.4419861,1,367.1205139,351.7713318,1,353.08255,358.1480103,1,329.8295288,365.2585449,1,296.4531555,371.661377,1
3723,376.4024658,339.6644287,1,368.5191956,345.3557434,1,356.5725403,354.421051,1,333.1259155,363.6348572,1,299.5211487,371.5921936,1
3724,374.8885193,330.2324524,1,368.125061,338.8431396,1,357.3502197,348.9951782,1,335.8988647,363.2168884,1,303.0768127,373.0485229,1
3725,375.0185242,324.6289978,1,368.2496338,332.6248474,1,359.0517578,343.6391602,1,338.7924194,360.7536011,1,308.4271851,374.1819153,1
3726,375.6248474,317.0412903,1,369.0561218,326.5191345,1,361.2727966,338.1782532,1,342.8747253,357.7672424,1,313.5886536,374.169342,1
3727,377.0057983,312.413147,1,371.1611938,321.3852234,1,363.7438354,332.0433044,1,349.5118103,355.4277344,1,319.6506653,375.7623596,1
3728,379.6726379,306.9117737,1,373.3788452,315.3752441,1,366.8439026,327.3237305,1,352.8423462,351.8104858,1,327.3309021,374.4189453,1
3729,380.427002,300.8094482,1,374.9251099,310.4996033,1,368.4355469,323.2923584,1,356.6080627,348.4298706,1,332.5491943,373.7677307,1
3730,381.6155701,297.0032654,1,375.9850769,307.3493652,1,369.9516296,319.3640747,1,360.1296387,346.3512268,1,335.3193054,371.9582214,1
3731,382.407959,291.3026428,1,376.4724121,302.1297302,1,371.1463318,315.2675476,1,362.7265015,342.7973022,1,339.5825806,369.6492004,1
3732,380.4572449,287.5988159,1,375.8363647,297.5375366,1,371.2877502,311.4142761,1,363.2704773,338.9727478,1,342.7254639,367.3953552,1
3733,372.7574463,284.7007751,1,371.1779785,293.5748596,1,370.7688293,308.1972961,1,362.7019043,334.8063354,1,344.2182312,363.8419495,1
3734,367.6351929,279.2144775,1,367.0691833,289.3779907,1,367.1541138,303.1993408,1,363.9147034,329.5043945,1,346.8644409,361.9710693,1
3735,365.2755432,275.35495,1,363.838501,286.171875,1,364.6029663,299.9770508,1,362.9962769,325.2913208,1,348.2971802,361.274353,1
3736,363.1560974,270.4315186,1,362.1683655,280.6192627,1,364.1757813,295.1750183,1,363.3986816,320.9609985,1,351.0288086,360.2323608,1
3737,361.965271,267.0569458,1,361.0531616,277.9360962,1,362.3435364,292.2310181,1,361.5724792,318.5707092,1,353.507843,357.8309021,1
3738,362.7397766,263.4925842,1,359.7042847,274.5497437,1,360.1928711,289.7879028,1,360.3880005,315.8699036,1,357.1235046,355.7572632,1
3739,360.5567627,261.0738525,1,357.5544434,271.5302429,1,358.5558777,287.1904297,1,360.3673401,312.0795593,1,358.7963562,351.0817566,1
3740,359.6492004,260.0133667,1,355.9858093,270.4988098,1,356.1451721,285.5722351,1,360.0724182,310.3582458,1,360.5410767,348.7542114,1
3741,359.972168,257.8755798,1,355.5364075,268.5073853,1,355.1990356,282.4916077,1,360.1436157,308.4250183,1,361.7862244,347.0857239,1
3742,360.4879761,253.4856415,1,356.3672791,263.7237244,1,354.5567322,279.245697,1,359.025116,306.894989,1,362.5076599,345.3813477,1
3743,358.2126465,250.6013794,1,355.0517578,260.6465759,1,355.1452637,275.9142761,1,358.3236694,303.5518494,1,362.9780273,342.1141968,1
3744,358.0725098,249.8305664,1,353.9404297,259.1723938,1,354.6421814,274.1855469,1,357.7380676,300.9629517,1,361.8261108,339.7579346,1
3745,357.8177185,249.8604279,1,354.5020447,259.6853333,1,355.2619324,275.4887085,1,358.0540161,301.0744629,1,360.7363892,338.9906006,1
3746,358.6233521,251.0955811,1,355.9459229,260.4766235,1,356.262146,276.7805786,1,358.271698,302.2141724,1,360.3258057,339.7503052,1
3747,362.80896,256.5038452,1,359.5215759,265.5892944,1,357.9051819,280.8337097,1,359.1780396,307.0657349,1,360.4507751,340.7635498,1
3748,373.1720581,262.759552,1,366.4022217,271.9179077,1,361.6829834,286.0042114,1,360.6200867,311.2299805,1,360.3380737,342.2109985,1
3749,380.1594238,266.8631287,1,373.2350464,275.9387512,1,366.4465332,290.8683167,1,362.4598083,314.2398987,1,360.9292297,343.3389893,1
3750,387.5600281,272.1488647,1,380.1483765,280.6470947,1,373.7743835,294.5515137,1,365.4457397,315.9043579,1,361.2495728,344.1655579,1
3751,394.9111633,275.6608582,1,387.5075073,283.0895691,1,378.6054688,296.6477051,1,368.2544556,317.5992432,1,361.3124695,344.7244873,1
3752,402.6968689,277.7515869,1,393.9588623,285.2704773,1,383.6835632,298.6346741,1,370.5014954,317.9103699,1,362.1734619,345.1061707,1
3753,411.6625366,279.1824951,1,402.5177307,286.402832,1,392.4484863,296.7068481,1,376.9906006,315.0639648,1,363.1671448,343.7243652,1
3754,422.0437927,278.7896118,1,413.5837708,284.8358459,1,402.0776062,294.3585815,1,383.9351807,312.9476624,1,362.2963867,340.4388733,1
3755,431.465271,276.7740479,1,423.0854797,283.9859314,1,412.2030334,293.099823,1,388.9851379,310.4555664,1,361.1330872,334.915863,1
3756,440.607666,274.242981,1,433.1372681,281.1954041,1,422.1281128,291.2140808,1,395.1793823,308.7567139,1,362.8006592,329.2287292,1
3757,447.2624817,271.004425,1,440.8309021,278.9073486,1,431.2588806,289.1905823,1,405.3260498,307.4708862,1,368.4513855,325.3183899,1
3758,452.0221863,267.9971313,1,446.3326721,275.4904175,1,437.9474487,286.2609863,1,412.4057007,303.2443237,1,377.5625916,321.7403564,1
3759,455.912262,263.7749634,1,450.349762,271.9779053,1,443.5986023,283.7410889,1,419.7082214,302.6994629,1,385.5588989,320.3798523,0.999999762
3760,459.3108521,259.9694824,1,453.2458801,267.9809265,1,448.0446777,279.8365479,1,425.2524719,301.2376099,1,392.9042664,319.7182312,1
3761,462.5464172,260.9405518,1,455.4970703,270.2205811,1,448.9277344,280.9291992,1,428.7908936,301.4922485,1,398.0582275,323.1242065,1
3762,463.5728149,260.5996704,1,456.835083,270.2535706,1,450.4829712,281.9182434,1,431.9697266,303.4591675,1,399.7099609,325.6323853,1
3763,460.7799683,257.4384155,1,455.2120056,267.9516907,1,451.4509277,281.0035706,1,434.1272888,304.2110901,1,401.8832092,326.2667236,1
3764,457.0963135,254.602417,1,453.951355,264.0112915,1,453.3364258,279.6070862,1,435.5525818,303.6862183,1,404.9227295,325.5374146,1
3765,452.3778381,250.5098114,1,451.4751282,261.1337891,1,454.2123413,278.092865,1,436.8015747,302.6476746,1,406.22995,325.1889038,1
3766,449.9814148,250.073761,1,450.0664063,259.4429932,1,453.4908447,277.0826111,1,437.4255066,301.8272705,1,407.7593079,324.1723022,1
3767,447.3450928,247.6913605,1,448.7606201,258.2814331,1,453.2444763,276.6765747,1,437.5675659,299.572937,1,409.0826721,322.6394348,1
3768,448.1509705,247.9142151,1,450.1362305,258.6651917,1,453.5379333,276.1140137,1,437.9645386,298.7913818,1,409.6661377,322.2514343,1
3769,449.583374,248.36026,1,450.12323,258.4622192,1,453.926239,276.4060669,1,437.3290405,299.6949463,1,408.9433289,323.0630493,1
3770,449.1663818,248.2672424,1,451.0554504,258.9922485,1,454.5068665,276.5112915,1,437.3207703,300.0648499,1,408.7556458,323.7603455,1
3771,454.8051147,252.0449219,1,453.0816345,261.2337646,1,454.0265808,277.5169983,1,436.3196106,300.6274719,1,408.1080933,323.9876099,1
3772,465.6620483,257.9931335,1,461.0396118,267.0639954,1,454.4459534,279.3190308,1,435.6028748,300.6451111,1,406.5350037,323.5823669,1
3773,474.0856018,263.9614258,1,465.9806519,272.1339111,1,457.7923279,282.2559204,1,436.7218323,300.660553,1,407.5254822,323.4950256,1
3774,482.2042542,265.0229492,1,473.0440369,273.6587524,1,463.3352661,284.0063171,1,442.7528381,303.2793579,1,409.488739,323.4033203,1
3775,491.4845581,262.6174622,1,482.8434753,271.736908,1,472.7246399,280.7492371,1,451.0562134,300.7511597,1,414.298645,321.4017029,1
3776,501.1264954,257.0672302,1,493.9143372,264.0985718,1,484.9435425,274.2674255,1,461.1203308,297.1253967,1,424.5943909,317.5352478,1
3777,508.8855286,251.6450195,1,502.7301636,259.6830139,1,493.1350708,269.4562378,1,471.1637573,292.8588867,1,437.6785583,313.5921326,1
3778,516.0325928,248.5871582,1,509.1653137,254.7944489,1,499.8460388,265.4389648,1,481.5080872,287.3269348,1,450.1997986,309.7221985,1
3779,521.1505127,243.8621521,1,514.7035522,250.4445496,1,506.0414429,260.0297546,1,489.2011108,282.3076782,1,462.4725037,306.6860962,1
3780,525.9633179,238.9768219,1,518.8547974,245.7488708,1,509.9301453,257.1660767,1,495.7554016,277.7738953,1,469.3034668,305.6568909,1
3781,531.0803223,235.4481506,1,524.232666,242.9492035,1,514.0354004,252.9067841,1,499.243927,275.9257813,1,472.9451294,304.1662292,1
3782,533.6424561,231.3903198,1,526.8988647,238.5569611,1,517.5445557,249.4214325,1,501.8428345,272.410614,1,473.9874878,301.8479309,1
3783,535.3175049,225.5160065,1,528.355896,234.0388794,1,519.671936,245.9463196,1,504.5822449,270.5603943,1,476.3110962,298.9440613,1
3784,538.3106689,220.2700348,1,531.623291,228.6534424,1,523.2166748,239.3384247,1,510.4921875,265.5834351,1,482.7861633,294.8452454,1
3785,536.7540894,211.9822235,1,531.4190674,221.0742188,1,526.4825439,234.4442291,1,514.4682007,260.5887146,1,489.8323364,290.9630127,1
3786,541.7670898,204.4526672,1,535.9537964,213.7786255,1,527.8391724,228.5450745,1,517.9451904,254.7465363,1,498.3202209,285.9550171,1
3787,542.6783447,198.5295258,1,536.7907715,207.9470825,1,529.5699463,221.4008179,1,521.2601929,248.8510132,1,505.151886,279.1175842,1
3788,538.944458,191.0184174,1,535.8078613,200.1341553,1,529.9460449,215.6875153,1,524.0378418,243.6272888,1,512.5595703,274.0004883,1
3789,535.9481201,182.4733429,1,532.7596436,194.114502,1,529.7471924,210.0234375,1,528.0871582,236.7747192,1,519.9302368,268.4260254,1
3790,532.5653687,173.8053284,1,531.0768433,185.5174713,1,529.5025635,203.4822235,1,530.0325928,229.2895203,1,523.2766113,261.8662109,1
3791,529.9495239,167.7372131,1,529.4220581,179.7559204,1,529.8828735,197.9868011,1,530.2748413,222.9270782,1,523.7988892,256.2858887,1
3792,527.8825684,159.7877808,1,526.5352173,172.7210846,1,526.6516724,189.9726105,1,529.7111206,214.282486,1,525.1533203,248.0124512,1
3793,525.0601196,153.8432159,1,525.2919922,166.5821381,1,526.0740967,184.2197266,1,529.4748535,209.010849,1,527.3734741,242.4683685,1
3794,518.5192871,148.460083,1,520.7526245,159.5151978,1,524.2045288,176.548111,1,529.7075806,200.894577,1,530.0449829,236.3560028,1
3795,511.0636597,139.3089905,1,513.7627563,149.5019531,1,518.8287964,166.7520752,1,528.0743408,193.0543213,1,532.9078979,227.7531433,1
3796,507.2434692,132.7163391,1,510.3241272,144.2774048,1,515.9164429,160.0426788,1,526.9190674,185.9057007,1,533.6627808,220.2739105,1
3797,502.4876709,124.3005447,1,507.0735168,134.9158478,1,513.5217285,152.4334869,1,526.0057373,179.0786285,1,531.1904907,212.1235352,1
3798,499.1639099,118.8926392,1,504.6987915,129.9233856,1,512.1676636,147.0110321,1,522.6574707,171.1838074,1,527.496521,203.4689484,1
3799,497.6439819,110.5112457,1,501.1698608,120.2780457,1,507.3330383,138.8218842,1,518.6981812,164.0344238,1,526.0960083,197.1054993,1
3800,497.4367371,102.7299728,1,499.5084229,113.7780151,1,504.6643677,130.9928436,1,515.1845093,158.2118225,1,525.2484131,190.2326508,1
3801,497.4926453,95.4967041,1,498.286499,106.4142761,1,503.5678406,125.3625793,1,513.0432739,149.8696442,1,524.9901123,180.3773193,1
3802,497.8350525,89.30612183,1,498.4532776,100.3233719,1,502.3478088,117.921936,1,512.4953613,143.0289917,1,524.0812988,173.9609985,1
3803,497.8416748,82.64635468,1,496.7297363,95.72924805,1,502.6672974,112.6506958,1,513.0619507,136.4519806,1,522.2770996,168.8796387,1
3804,497.7018433,78.15022278,1,497.8522949,91.80340576,1,503.1009216,109.6802063,1,511.7094421,133.476944,1,519.9854126,165.5744476,1
3805,501.448761,75.54697418,1,499.431366,87.32073975,1,501.3660889,105.0449066,1,509.4051208,132.0073242,1,518.8563232,164.7967834,1
3806,503.1989441,71.93380737,1,500.758728,84.24559021,1,502.2680969,100.8285599,1,506.9282227,128.9337463,1,515.9395142,163.3922577,1
3807,507.0854187,67.99214935,1,503.0803528,80.28503418,1,503.7651978,96.57472229,1,505.3605042,125.5151367,1,514.8933105,159.6649628,1
3808,509.8768005,64.42664337,1,506.4506531,77.0375061,1,504.0195618,94.57647705,1,505.7310791,121.6841583,1,513.1809692,154.1008606,1
3809,512.741394,62.79555511,1,509.0159912,75.77921295,1,505.5361328,93.07286072,1,505.8561096,118.5153885,1,511.8851624,148.8217926,1
3810,521.3584595,66.0259552,1,514.2304077,76.6257019,1,508.4471436,91.43605804,1,508.7119751,115.3864365,1,513.4492188,145.0432281,1
3811,529.9610596,63.93157578,1,522.3024902,74.36425781,1,515.5229492,89.56174469,1,511.5611267,112.9528427,1,514.6033936,143.3957367,1
3812,532.4697266,62.3869133,1,526.3414917,74.23723602,1,521.4478149,88.05674744,1,515.1884155,112.5705643,1,516.1863403,142.4146881,1
3813,536.2285767,63.48409271,1,529.3287354,73.24803162,1,523.6289673,88.11242676,1,517.5403442,112.223526,1,516.9584961,142.1687775,1
3814,537.3085938,63.90278625,1,530.7610474,73.52409363,1,524.9141235,88.39709473,1,518.074707,112.5412674,1,515.9332886,142.2852783,1
3815,534.9838257,63.78897858,1,529.6005249,74.31376648,1,525.6819458,88.94213104,1,518.4265747,112.6242523,1,515.0949097,141.9566803,1
3816,532.9360962,61.82873917,1,528.3182983,73.31092072,1,525.1485596,88.27909851,1,518.1938477,112.4393082,1,514.4640503,142.016922,1
3817,531.461853,60.7339592,1,527.6397705,73.2621994,1,524.6516724,88.84812927,1,517.8797607,112.7129288,1,513.9755249,141.7495117,1
3818,530.5960083,60.09405899,1,528.1208496,72.98542023,1,525.2312012,88.86036682,1,518.0823975,112.1099777,1,512.7466431,141.6317139,1
3819,528.519043,59.17096329,1,526.7266846,71.90167999,1,524.3991699,88.14354706,1,518.7183838,111.1928864,1,512.8635864,140.7896576,1
3820,528.2438965,57.52671432,1,526.3828125,70.95179749,1,523.8604736,87.4283905,1,519.0580444,110.2883453,1,513.7166138,140.0396729,1
3821,529.1221313,56.58494568,1,527.1534424,69.99686432,1,524.2904053,86.65676117,1,518.8479004,109.4887619,1,513.3355713,139.7618408,1
3822,532.2769775,56.9818306,1,528.0740356,69.28583527,1,524.7518921,86.60375214,1,518.5999756,108.947937,1,513.2196655,138.2022552,1
3823,536.0299072,58.3443718,1,531.256897,69.9426651,1,525.7915039,86.96896362,1,518.6936646,109.0852051,1,512.5665894,137.8235779,1
3824,542.3731689,61.21763611,1,536.0787354,71.56987,1,526.9307251,88.36884308,1,518.3711548,108.2861862,1,511.8179626,138.0943146,1
3825,550.6234131,60.02285004,1,540.78479,70.63144684,1,530.5393677,86.11170959,1,519.9821167,106.4432907,1,511.3034973,137.6838226,1
